"","Date","State","Gender","Legal","Indigenous","Count"
"440",2006-09-01,"VIC","Male","Sentenced","Non-ATSI",2850
"441",2006-09-01,"WA","Female","Remanded","ATSI",29
"442",2006-09-01,"WA","Female","Remanded","Non-ATSI",28
"443",2006-09-01,"WA","Female","Sentenced","ATSI",100
"444",2006-09-01,"WA","Female","Sentenced","Non-ATSI",101
"445",2006-09-01,"WA","Male","Remanded","ATSI",196
"446",2006-09-01,"WA","Male","Remanded","Non-ATSI",347
"447",2006-09-01,"WA","Male","Sentenced","ATSI",1082
"448",2006-09-01,"WA","Male","Sentenced","Non-ATSI",1651
"449",2006-12-01,"ACT","Female","Remanded","ATSI",0
"450",2006-12-01,"ACT","Female","Remanded","Non-ATSI",6
"451",2006-12-01,"ACT","Female","Sentenced","ATSI",1
"452",2006-12-01,"ACT","Female","Sentenced","Non-ATSI",5
"453",2006-12-01,"ACT","Male","Remanded","ATSI",7
"454",2006-12-01,"ACT","Male","Remanded","Non-ATSI",51
"455",2006-12-01,"ACT","Male","Sentenced","ATSI",17
"456",2006-12-01,"ACT","Male","Sentenced","Non-ATSI",92
"457",2006-12-01,"NSW","Female","Remanded","ATSI",64
"458",2006-12-01,"NSW","Female","Remanded","Non-ATSI",154
"459",2006-12-01,"NSW","Female","Sentenced","ATSI",139
"460",2006-12-01,"NSW","Female","Sentenced","Non-ATSI",337
"461",2006-12-01,"NSW","Male","Remanded","ATSI",378
"462",2006-12-01,"NSW","Male","Remanded","Non-ATSI",1696
"463",2006-12-01,"NSW","Male","Sentenced","ATSI",1372
"464",2006-12-01,"NSW","Male","Sentenced","Non-ATSI",5289
"465",2006-12-01,"NT","Female","Remanded","ATSI",7
"466",2006-12-01,"NT","Female","Remanded","Non-ATSI",0
"467",2006-12-01,"NT","Female","Sentenced","ATSI",12
"468",2006-12-01,"NT","Female","Sentenced","Non-ATSI",9
"469",2006-12-01,"NT","Male","Remanded","ATSI",150
"470",2006-12-01,"NT","Male","Remanded","Non-ATSI",25
"471",2006-12-01,"NT","Male","Sentenced","ATSI",493
"472",2006-12-01,"NT","Male","Sentenced","Non-ATSI",113
"473",2006-12-01,"QLD","Female","Remanded","ATSI",30
"474",2006-12-01,"QLD","Female","Remanded","Non-ATSI",65
"475",2006-12-01,"QLD","Female","Sentenced","ATSI",88
"476",2006-12-01,"QLD","Female","Sentenced","Non-ATSI",232
"477",2006-12-01,"QLD","Male","Remanded","ATSI",269
"478",2006-12-01,"QLD","Male","Remanded","Non-ATSI",858
"479",2006-12-01,"QLD","Male","Sentenced","ATSI",1130
"480",2006-12-01,"QLD","Male","Sentenced","Non-ATSI",2968
"481",2006-12-01,"SA","Female","Remanded","ATSI",9
"482",2006-12-01,"SA","Female","Remanded","Non-ATSI",32
"483",2006-12-01,"SA","Female","Sentenced","ATSI",16
"484",2006-12-01,"SA","Female","Sentenced","Non-ATSI",48
"485",2006-12-01,"SA","Male","Remanded","ATSI",108
"486",2006-12-01,"SA","Male","Remanded","Non-ATSI",404
"487",2006-12-01,"SA","Male","Sentenced","ATSI",193
"488",2006-12-01,"SA","Male","Sentenced","Non-ATSI",851
"489",2006-12-01,"TAS","Female","Remanded","ATSI",8
"490",2006-12-01,"TAS","Female","Remanded","Non-ATSI",8
"491",2006-12-01,"TAS","Female","Sentenced","ATSI",4
"492",2006-12-01,"TAS","Female","Sentenced","Non-ATSI",26
"493",2006-12-01,"TAS","Male","Remanded","ATSI",15
"494",2006-12-01,"TAS","Male","Remanded","Non-ATSI",90
"495",2006-12-01,"TAS","Male","Sentenced","ATSI",40
"496",2006-12-01,"TAS","Male","Sentenced","Non-ATSI",362
"497",2006-12-01,"VIC","Female","Remanded","ATSI",2
"498",2006-12-01,"VIC","Female","Remanded","Non-ATSI",43
"499",2006-12-01,"VIC","Female","Sentenced","ATSI",10
"500",2006-12-01,"VIC","Female","Sentenced","Non-ATSI",187
"501",2006-12-01,"VIC","Male","Remanded","ATSI",48
"502",2006-12-01,"VIC","Male","Remanded","Non-ATSI",674
"503",2006-12-01,"VIC","Male","Sentenced","ATSI",164
"504",2006-12-01,"VIC","Male","Sentenced","Non-ATSI",2923
"505",2006-12-01,"WA","Female","Remanded","ATSI",36
"506",2006-12-01,"WA","Female","Remanded","Non-ATSI",32
"507",2006-12-01,"WA","Female","Sentenced","ATSI",112
"508",2006-12-01,"WA","Female","Sentenced","Non-ATSI",101
"509",2006-12-01,"WA","Male","Remanded","ATSI",217
"510",2006-12-01,"WA","Male","Remanded","Non-ATSI",348
"511",2006-12-01,"WA","Male","Sentenced","ATSI",1094
"512",2006-12-01,"WA","Male","Sentenced","Non-ATSI",1651
"513",2007-03-01,"ACT","Female","Remanded","ATSI",0
"514",2007-03-01,"ACT","Female","Remanded","Non-ATSI",4
"515",2007-03-01,"ACT","Female","Sentenced","ATSI",0
"516",2007-03-01,"ACT","Female","Sentenced","Non-ATSI",5
"517",2007-03-01,"ACT","Male","Remanded","ATSI",6
"518",2007-03-01,"ACT","Male","Remanded","Non-ATSI",53
"519",2007-03-01,"ACT","Male","Sentenced","ATSI",13
"520",2007-03-01,"ACT","Male","Sentenced","Non-ATSI",91
"521",2007-03-01,"NSW","Female","Remanded","ATSI",58
"522",2007-03-01,"NSW","Female","Remanded","Non-ATSI",159
"523",2007-03-01,"NSW","Female","Sentenced","ATSI",134
"524",2007-03-01,"NSW","Female","Sentenced","Non-ATSI",329
"525",2007-03-01,"NSW","Male","Remanded","ATSI",389
"526",2007-03-01,"NSW","Male","Remanded","Non-ATSI",1765
"527",2007-03-01,"NSW","Male","Sentenced","ATSI",1375
"528",2007-03-01,"NSW","Male","Sentenced","Non-ATSI",5289
"529",2007-03-01,"NT","Female","Remanded","ATSI",11
"530",2007-03-01,"NT","Female","Remanded","Non-ATSI",0
"531",2007-03-01,"NT","Female","Sentenced","ATSI",21
"532",2007-03-01,"NT","Female","Sentenced","Non-ATSI",7
"533",2007-03-01,"NT","Male","Remanded","ATSI",130
"534",2007-03-01,"NT","Male","Remanded","Non-ATSI",28
"535",2007-03-01,"NT","Male","Sentenced","ATSI",521
"536",2007-03-01,"NT","Male","Sentenced","Non-ATSI",114
"537",2007-03-01,"QLD","Female","Remanded","ATSI",31
"538",2007-03-01,"QLD","Female","Remanded","Non-ATSI",77
"539",2007-03-01,"QLD","Female","Sentenced","ATSI",90
"540",2007-03-01,"QLD","Female","Sentenced","Non-ATSI",220
"541",2007-03-01,"QLD","Male","Remanded","ATSI",299
"542",2007-03-01,"QLD","Male","Remanded","Non-ATSI",835
"543",2007-03-01,"QLD","Male","Sentenced","ATSI",1100
"544",2007-03-01,"QLD","Male","Sentenced","Non-ATSI",2963
"545",2007-03-01,"SA","Female","Remanded","ATSI",11
"546",2007-03-01,"SA","Female","Remanded","Non-ATSI",37
"547",2007-03-01,"SA","Female","Sentenced","ATSI",16
"548",2007-03-01,"SA","Female","Sentenced","Non-ATSI",46
"549",2007-03-01,"SA","Male","Remanded","ATSI",136
"550",2007-03-01,"SA","Male","Remanded","Non-ATSI",415
"551",2007-03-01,"SA","Male","Sentenced","ATSI",176
"552",2007-03-01,"SA","Male","Sentenced","Non-ATSI",863
"553",2007-03-01,"TAS","Female","Remanded","ATSI",3
"554",2007-03-01,"TAS","Female","Remanded","Non-ATSI",7
"555",2007-03-01,"TAS","Female","Sentenced","ATSI",5
"556",2007-03-01,"TAS","Female","Sentenced","Non-ATSI",21
"557",2007-03-01,"TAS","Male","Remanded","ATSI",14
"558",2007-03-01,"TAS","Male","Remanded","Non-ATSI",87
"559",2007-03-01,"TAS","Male","Sentenced","ATSI",45
"560",2007-03-01,"TAS","Male","Sentenced","Non-ATSI",324
"561",2007-03-01,"VIC","Female","Remanded","ATSI",3
"562",2007-03-01,"VIC","Female","Remanded","Non-ATSI",48
"563",2007-03-01,"VIC","Female","Sentenced","ATSI",11
"564",2007-03-01,"VIC","Female","Sentenced","Non-ATSI",181
"565",2007-03-01,"VIC","Male","Remanded","ATSI",49
"566",2007-03-01,"VIC","Male","Remanded","Non-ATSI",646
"567",2007-03-01,"VIC","Male","Sentenced","ATSI",159
"568",2007-03-01,"VIC","Male","Sentenced","Non-ATSI",2921
"569",2007-03-01,"WA","Female","Remanded","ATSI",40
"570",2007-03-01,"WA","Female","Remanded","Non-ATSI",32
"571",2007-03-01,"WA","Female","Sentenced","ATSI",119
"572",2007-03-01,"WA","Female","Sentenced","Non-ATSI",98
"573",2007-03-01,"WA","Male","Remanded","ATSI",233
"574",2007-03-01,"WA","Male","Remanded","Non-ATSI",365
"575",2007-03-01,"WA","Male","Sentenced","ATSI",1100
"576",2007-03-01,"WA","Male","Sentenced","Non-ATSI",1584
"577",2007-06-01,"ACT","Female","Remanded","ATSI",1
"578",2007-06-01,"ACT","Female","Remanded","Non-ATSI",3
"579",2007-06-01,"ACT","Female","Sentenced","ATSI",0
"580",2007-06-01,"ACT","Female","Sentenced","Non-ATSI",4
"581",2007-06-01,"ACT","Male","Remanded","ATSI",11
"582",2007-06-01,"ACT","Male","Remanded","Non-ATSI",48
"583",2007-06-01,"ACT","Male","Sentenced","ATSI",9
"584",2007-06-01,"ACT","Male","Sentenced","Non-ATSI",84
"585",2007-06-01,"NSW","Female","Remanded","ATSI",54
"586",2007-06-01,"NSW","Female","Remanded","Non-ATSI",155
"587",2007-06-01,"NSW","Female","Sentenced","ATSI",150
"588",2007-06-01,"NSW","Female","Sentenced","Non-ATSI",338
"589",2007-06-01,"NSW","Male","Remanded","ATSI",397
"590",2007-06-01,"NSW","Male","Remanded","Non-ATSI",1776
"591",2007-06-01,"NSW","Male","Sentenced","ATSI",1377
"592",2007-06-01,"NSW","Male","Sentenced","Non-ATSI",5384
"593",2007-06-01,"NT","Female","Remanded","ATSI",11
"594",2007-06-01,"NT","Female","Remanded","Non-ATSI",1
"595",2007-06-01,"NT","Female","Sentenced","ATSI",21
"596",2007-06-01,"NT","Female","Sentenced","Non-ATSI",7
"597",2007-06-01,"NT","Male","Remanded","ATSI",139
"598",2007-06-01,"NT","Male","Remanded","Non-ATSI",36
"599",2007-06-01,"NT","Male","Sentenced","ATSI",565
"600",2007-06-01,"NT","Male","Sentenced","Non-ATSI",120
"601",2007-06-01,"QLD","Female","Remanded","ATSI",31
"602",2007-06-01,"QLD","Female","Remanded","Non-ATSI",77
"603",2007-06-01,"QLD","Female","Sentenced","ATSI",102
"604",2007-06-01,"QLD","Female","Sentenced","Non-ATSI",230
"605",2007-06-01,"QLD","Male","Remanded","ATSI",312
"606",2007-06-01,"QLD","Male","Remanded","Non-ATSI",873
"607",2007-06-01,"QLD","Male","Sentenced","ATSI",1088
"608",2007-06-01,"QLD","Male","Sentenced","Non-ATSI",2971
"609",2007-06-01,"SA","Female","Remanded","ATSI",14
"610",2007-06-01,"SA","Female","Remanded","Non-ATSI",38
"611",2007-06-01,"SA","Female","Sentenced","ATSI",16
"612",2007-06-01,"SA","Female","Sentenced","Non-ATSI",50
"613",2007-06-01,"SA","Male","Remanded","ATSI",147
"614",2007-06-01,"SA","Male","Remanded","Non-ATSI",436
"615",2007-06-01,"SA","Male","Sentenced","ATSI",197
"616",2007-06-01,"SA","Male","Sentenced","Non-ATSI",883
"617",2007-06-01,"TAS","Female","Remanded","ATSI",5
"618",2007-06-01,"TAS","Female","Remanded","Non-ATSI",6
"619",2007-06-01,"TAS","Female","Sentenced","ATSI",3
"620",2007-06-01,"TAS","Female","Sentenced","Non-ATSI",18
"621",2007-06-01,"TAS","Male","Remanded","ATSI",7
"622",2007-06-01,"TAS","Male","Remanded","Non-ATSI",104
"623",2007-06-01,"TAS","Male","Sentenced","ATSI",47
"624",2007-06-01,"TAS","Male","Sentenced","Non-ATSI",339
"625",2007-06-01,"VIC","Female","Remanded","ATSI",4
"626",2007-06-01,"VIC","Female","Remanded","Non-ATSI",50
"627",2007-06-01,"VIC","Female","Sentenced","ATSI",12
"628",2007-06-01,"VIC","Female","Sentenced","Non-ATSI",186
"629",2007-06-01,"VIC","Male","Remanded","ATSI",46
"630",2007-06-01,"VIC","Male","Remanded","Non-ATSI",680
"631",2007-06-01,"VIC","Male","Sentenced","ATSI",158
"632",2007-06-01,"VIC","Male","Sentenced","Non-ATSI",2980
"633",2007-06-01,"WA","Female","Remanded","ATSI",43
"634",2007-06-01,"WA","Female","Remanded","Non-ATSI",33
"635",2007-06-01,"WA","Female","Sentenced","ATSI",140
"636",2007-06-01,"WA","Female","Sentenced","Non-ATSI",103
"637",2007-06-01,"WA","Male","Remanded","ATSI",239
"638",2007-06-01,"WA","Male","Remanded","Non-ATSI",365
"639",2007-06-01,"WA","Male","Sentenced","ATSI",1156
"640",2007-06-01,"WA","Male","Sentenced","Non-ATSI",1637
"641",2007-09-01,"ACT","Female","Remanded","ATSI",1
"642",2007-09-01,"ACT","Female","Remanded","Non-ATSI",4
"643",2007-09-01,"ACT","Female","Sentenced","ATSI",0
"644",2007-09-01,"ACT","Female","Sentenced","Non-ATSI",6
"645",2007-09-01,"ACT","Male","Remanded","ATSI",7
"646",2007-09-01,"ACT","Male","Remanded","Non-ATSI",55
"647",2007-09-01,"ACT","Male","Sentenced","ATSI",10
"648",2007-09-01,"ACT","Male","Sentenced","Non-ATSI",83
"649",2007-09-01,"NSW","Female","Remanded","ATSI",63
"650",2007-09-01,"NSW","Female","Remanded","Non-ATSI",148
"651",2007-09-01,"NSW","Female","Sentenced","ATSI",155
"652",2007-09-01,"NSW","Female","Sentenced","Non-ATSI",315
"653",2007-09-01,"NSW","Male","Remanded","ATSI",385
"654",2007-09-01,"NSW","Male","Remanded","Non-ATSI",1782
"655",2007-09-01,"NSW","Male","Sentenced","ATSI",1381
"656",2007-09-01,"NSW","Male","Sentenced","Non-ATSI",5365
"657",2007-09-01,"NT","Female","Remanded","ATSI",9
"658",2007-09-01,"NT","Female","Remanded","Non-ATSI",0
"659",2007-09-01,"NT","Female","Sentenced","ATSI",24
"660",2007-09-01,"NT","Female","Sentenced","Non-ATSI",5
"661",2007-09-01,"NT","Male","Remanded","ATSI",127
"662",2007-09-01,"NT","Male","Remanded","Non-ATSI",22
"663",2007-09-01,"NT","Male","Sentenced","ATSI",553
"664",2007-09-01,"NT","Male","Sentenced","Non-ATSI",117
"665",2007-09-01,"QLD","Female","Remanded","ATSI",33
"666",2007-09-01,"QLD","Female","Remanded","Non-ATSI",72
"667",2007-09-01,"QLD","Female","Sentenced","ATSI",72
"668",2007-09-01,"QLD","Female","Sentenced","Non-ATSI",226
"669",2007-09-01,"QLD","Male","Remanded","ATSI",314
"670",2007-09-01,"QLD","Male","Remanded","Non-ATSI",853
"671",2007-09-01,"QLD","Male","Sentenced","ATSI",999
"672",2007-09-01,"QLD","Male","Sentenced","Non-ATSI",2944
"673",2007-09-01,"SA","Female","Remanded","ATSI",16
"674",2007-09-01,"SA","Female","Remanded","Non-ATSI",36
"675",2007-09-01,"SA","Female","Sentenced","ATSI",14
"676",2007-09-01,"SA","Female","Sentenced","Non-ATSI",54
"677",2007-09-01,"SA","Male","Remanded","ATSI",158
"678",2007-09-01,"SA","Male","Remanded","Non-ATSI",421
"679",2007-09-01,"SA","Male","Sentenced","ATSI",213
"680",2007-09-01,"SA","Male","Sentenced","Non-ATSI",894
"681",2007-09-01,"TAS","Female","Remanded","ATSI",2
"682",2007-09-01,"TAS","Female","Remanded","Non-ATSI",6
"683",2007-09-01,"TAS","Female","Sentenced","ATSI",5
"684",2007-09-01,"TAS","Female","Sentenced","Non-ATSI",20
"685",2007-09-01,"TAS","Male","Remanded","ATSI",12
"686",2007-09-01,"TAS","Male","Remanded","Non-ATSI",94
"687",2007-09-01,"TAS","Male","Sentenced","ATSI",48
"688",2007-09-01,"TAS","Male","Sentenced","Non-ATSI",345
"689",2007-09-01,"VIC","Female","Remanded","ATSI",3
"690",2007-09-01,"VIC","Female","Remanded","Non-ATSI",51
"691",2007-09-01,"VIC","Female","Sentenced","ATSI",13
"692",2007-09-01,"VIC","Female","Sentenced","Non-ATSI",184
"693",2007-09-01,"VIC","Male","Remanded","ATSI",55
"694",2007-09-01,"VIC","Male","Remanded","Non-ATSI",703
"695",2007-09-01,"VIC","Male","Sentenced","ATSI",167
"696",2007-09-01,"VIC","Male","Sentenced","Non-ATSI",2995
"697",2007-09-01,"WA","Female","Remanded","ATSI",22
"698",2007-09-01,"WA","Female","Remanded","Non-ATSI",39
"699",2007-09-01,"WA","Female","Sentenced","ATSI",158
"700",2007-09-01,"WA","Female","Sentenced","Non-ATSI",103
"701",2007-09-01,"WA","Male","Remanded","ATSI",271
"702",2007-09-01,"WA","Male","Remanded","Non-ATSI",369
"703",2007-09-01,"WA","Male","Sentenced","ATSI",1198
"704",2007-09-01,"WA","Male","Sentenced","Non-ATSI",1680
"705",2007-12-01,"ACT","Female","Remanded","ATSI",1
"706",2007-12-01,"ACT","Female","Remanded","Non-ATSI",4
"707",2007-12-01,"ACT","Female","Sentenced","ATSI",0
"708",2007-12-01,"ACT","Female","Sentenced","Non-ATSI",7
"709",2007-12-01,"ACT","Male","Remanded","ATSI",7
"710",2007-12-01,"ACT","Male","Remanded","Non-ATSI",61
"711",2007-12-01,"ACT","Male","Sentenced","ATSI",10
"712",2007-12-01,"ACT","Male","Sentenced","Non-ATSI",85
"713",2007-12-01,"NSW","Female","Remanded","ATSI",56
"714",2007-12-01,"NSW","Female","Remanded","Non-ATSI",143
"715",2007-12-01,"NSW","Female","Sentenced","ATSI",149
"716",2007-12-01,"NSW","Female","Sentenced","Non-ATSI",318
"717",2007-12-01,"NSW","Male","Remanded","ATSI",401
"718",2007-12-01,"NSW","Male","Remanded","Non-ATSI",1871
"719",2007-12-01,"NSW","Male","Sentenced","ATSI",1360
"720",2007-12-01,"NSW","Male","Sentenced","Non-ATSI",5262
"721",2007-12-01,"NT","Female","Remanded","ATSI",6
"722",2007-12-01,"NT","Female","Remanded","Non-ATSI",2
"723",2007-12-01,"NT","Female","Sentenced","ATSI",26
"724",2007-12-01,"NT","Female","Sentenced","Non-ATSI",4
"725",2007-12-01,"NT","Male","Remanded","ATSI",137
"726",2007-12-01,"NT","Male","Remanded","Non-ATSI",22
"727",2007-12-01,"NT","Male","Sentenced","ATSI",523
"728",2007-12-01,"NT","Male","Sentenced","Non-ATSI",120
"729",2007-12-01,"QLD","Female","Remanded","ATSI",24
"730",2007-12-01,"QLD","Female","Remanded","Non-ATSI",72
"731",2007-12-01,"QLD","Female","Sentenced","ATSI",78
"732",2007-12-01,"QLD","Female","Sentenced","Non-ATSI",232
"733",2007-12-01,"QLD","Male","Remanded","ATSI",282
"734",2007-12-01,"QLD","Male","Remanded","Non-ATSI",818
"735",2007-12-01,"QLD","Male","Sentenced","ATSI",1011
"736",2007-12-01,"QLD","Male","Sentenced","Non-ATSI",2924
"737",2007-12-01,"SA","Female","Remanded","ATSI",12
"738",2007-12-01,"SA","Female","Remanded","Non-ATSI",42
"739",2007-12-01,"SA","Female","Sentenced","ATSI",16
"740",2007-12-01,"SA","Female","Sentenced","Non-ATSI",52
"741",2007-12-01,"SA","Male","Remanded","ATSI",147
"742",2007-12-01,"SA","Male","Remanded","Non-ATSI",410
"743",2007-12-01,"SA","Male","Sentenced","ATSI",219
"744",2007-12-01,"SA","Male","Sentenced","Non-ATSI",935
"745",2007-12-01,"TAS","Female","Remanded","ATSI",3
"746",2007-12-01,"TAS","Female","Remanded","Non-ATSI",7
"747",2007-12-01,"TAS","Female","Sentenced","ATSI",5
"748",2007-12-01,"TAS","Female","Sentenced","Non-ATSI",25
"749",2007-12-01,"TAS","Male","Remanded","ATSI",9
"750",2007-12-01,"TAS","Male","Remanded","Non-ATSI",93
"751",2007-12-01,"TAS","Male","Sentenced","ATSI",53
"752",2007-12-01,"TAS","Male","Sentenced","Non-ATSI",372
"753",2007-12-01,"VIC","Female","Remanded","ATSI",3
"754",2007-12-01,"VIC","Female","Remanded","Non-ATSI",47
"755",2007-12-01,"VIC","Female","Sentenced","ATSI",10
"756",2007-12-01,"VIC","Female","Sentenced","Non-ATSI",193
"757",2007-12-01,"VIC","Male","Remanded","ATSI",44
"758",2007-12-01,"VIC","Male","Remanded","Non-ATSI",706
"759",2007-12-01,"VIC","Male","Sentenced","ATSI",174
"760",2007-12-01,"VIC","Male","Sentenced","Non-ATSI",3063
"761",2007-12-01,"WA","Female","Remanded","ATSI",23
"762",2007-12-01,"WA","Female","Remanded","Non-ATSI",31
"763",2007-12-01,"WA","Female","Sentenced","ATSI",151
"764",2007-12-01,"WA","Female","Sentenced","Non-ATSI",113
"765",2007-12-01,"WA","Male","Remanded","ATSI",240
"766",2007-12-01,"WA","Male","Remanded","Non-ATSI",382
"767",2007-12-01,"WA","Male","Sentenced","ATSI",1223
"768",2007-12-01,"WA","Male","Sentenced","Non-ATSI",1728
"769",2008-03-01,"ACT","Female","Remanded","ATSI",2
"770",2008-03-01,"ACT","Female","Remanded","Non-ATSI",8
"771",2008-03-01,"ACT","Female","Sentenced","ATSI",1
"772",2008-03-01,"ACT","Female","Sentenced","Non-ATSI",8
"773",2008-03-01,"ACT","Male","Remanded","ATSI",10
"774",2008-03-01,"ACT","Male","Remanded","Non-ATSI",63
"775",2008-03-01,"ACT","Male","Sentenced","ATSI",9
"776",2008-03-01,"ACT","Male","Sentenced","Non-ATSI",85
"777",2008-03-01,"NSW","Female","Remanded","ATSI",59
"778",2008-03-01,"NSW","Female","Remanded","Non-ATSI",140
"779",2008-03-01,"NSW","Female","Sentenced","ATSI",146
"780",2008-03-01,"NSW","Female","Sentenced","Non-ATSI",297
"781",2008-03-01,"NSW","Male","Remanded","ATSI",455
"782",2008-03-01,"NSW","Male","Remanded","Non-ATSI",1899
"783",2008-03-01,"NSW","Male","Sentenced","ATSI",1343
"784",2008-03-01,"NSW","Male","Sentenced","Non-ATSI",5263
"785",2008-03-01,"NT","Female","Remanded","ATSI",9
"786",2008-03-01,"NT","Female","Remanded","Non-ATSI",2
"787",2008-03-01,"NT","Female","Sentenced","ATSI",25
"788",2008-03-01,"NT","Female","Sentenced","Non-ATSI",5
"789",2008-03-01,"NT","Male","Remanded","ATSI",167
"790",2008-03-01,"NT","Male","Remanded","Non-ATSI",32
"791",2008-03-01,"NT","Male","Sentenced","ATSI",537
"792",2008-03-01,"NT","Male","Sentenced","Non-ATSI",123
"793",2008-03-01,"QLD","Female","Remanded","ATSI",34
"794",2008-03-01,"QLD","Female","Remanded","Non-ATSI",67
"795",2008-03-01,"QLD","Female","Sentenced","ATSI",79
"796",2008-03-01,"QLD","Female","Sentenced","Non-ATSI",226
"797",2008-03-01,"QLD","Male","Remanded","ATSI",319
"798",2008-03-01,"QLD","Male","Remanded","Non-ATSI",840
"799",2008-03-01,"QLD","Male","Sentenced","ATSI",1018
"800",2008-03-01,"QLD","Male","Sentenced","Non-ATSI",2835
"801",2008-03-01,"SA","Female","Remanded","ATSI",15
"802",2008-03-01,"SA","Female","Remanded","Non-ATSI",46
"803",2008-03-01,"SA","Female","Sentenced","ATSI",14
"804",2008-03-01,"SA","Female","Sentenced","Non-ATSI",53
"805",2008-03-01,"SA","Male","Remanded","ATSI",158
"806",2008-03-01,"SA","Male","Remanded","Non-ATSI",429
"807",2008-03-01,"SA","Male","Sentenced","ATSI",222
"808",2008-03-01,"SA","Male","Sentenced","Non-ATSI",945
"809",2008-03-01,"TAS","Female","Remanded","ATSI",4
"810",2008-03-01,"TAS","Female","Remanded","Non-ATSI",6
"811",2008-03-01,"TAS","Female","Sentenced","ATSI",4
"812",2008-03-01,"TAS","Female","Sentenced","Non-ATSI",21
"813",2008-03-01,"TAS","Male","Remanded","ATSI",10
"814",2008-03-01,"TAS","Male","Remanded","Non-ATSI",93
"815",2008-03-01,"TAS","Male","Sentenced","ATSI",47
"816",2008-03-01,"TAS","Male","Sentenced","Non-ATSI",333
"817",2008-03-01,"VIC","Female","Remanded","ATSI",5
"818",2008-03-01,"VIC","Female","Remanded","Non-ATSI",46
"819",2008-03-01,"VIC","Female","Sentenced","ATSI",11
"820",2008-03-01,"VIC","Female","Sentenced","Non-ATSI",174
"821",2008-03-01,"VIC","Male","Remanded","ATSI",46
"822",2008-03-01,"VIC","Male","Remanded","Non-ATSI",698
"823",2008-03-01,"VIC","Male","Sentenced","ATSI",174
"824",2008-03-01,"VIC","Male","Sentenced","Non-ATSI",2957
"825",2008-03-01,"WA","Female","Remanded","ATSI",37
"826",2008-03-01,"WA","Female","Remanded","Non-ATSI",27
"827",2008-03-01,"WA","Female","Sentenced","ATSI",123
"828",2008-03-01,"WA","Female","Sentenced","Non-ATSI",110
"829",2008-03-01,"WA","Male","Remanded","ATSI",259
"830",2008-03-01,"WA","Male","Remanded","Non-ATSI",399
"831",2008-03-01,"WA","Male","Sentenced","ATSI",1134
"832",2008-03-01,"WA","Male","Sentenced","Non-ATSI",1659
"833",2008-06-01,"ACT","Female","Remanded","ATSI",2
"834",2008-06-01,"ACT","Female","Remanded","Non-ATSI",5
"835",2008-06-01,"ACT","Female","Sentenced","ATSI",1
"836",2008-06-01,"ACT","Female","Sentenced","Non-ATSI",7
"837",2008-06-01,"ACT","Male","Remanded","ATSI",12
"838",2008-06-01,"ACT","Male","Remanded","Non-ATSI",67
"839",2008-06-01,"ACT","Male","Sentenced","ATSI",8
"840",2008-06-01,"ACT","Male","Sentenced","Non-ATSI",76
"841",2008-06-01,"NSW","Female","Remanded","ATSI",64
"842",2008-06-01,"NSW","Female","Remanded","Non-ATSI",144
"843",2008-06-01,"NSW","Female","Sentenced","ATSI",162
"844",2008-06-01,"NSW","Female","Sentenced","Non-ATSI",323
"845",2008-06-01,"NSW","Male","Remanded","ATSI",442
"846",2008-06-01,"NSW","Male","Remanded","Non-ATSI",1921
"847",2008-06-01,"NSW","Male","Sentenced","ATSI",1382
"848",2008-06-01,"NSW","Male","Sentenced","Non-ATSI",5321
"849",2008-06-01,"NT","Female","Remanded","ATSI",8
"850",2008-06-01,"NT","Female","Remanded","Non-ATSI",2
"851",2008-06-01,"NT","Female","Sentenced","ATSI",24
"852",2008-06-01,"NT","Female","Sentenced","Non-ATSI",6
"853",2008-06-01,"NT","Male","Remanded","ATSI",155
"854",2008-06-01,"NT","Male","Remanded","Non-ATSI",32
"855",2008-06-01,"NT","Male","Sentenced","ATSI",556
"856",2008-06-01,"NT","Male","Sentenced","Non-ATSI",123
"857",2008-06-01,"QLD","Female","Remanded","ATSI",39
"858",2008-06-01,"QLD","Female","Remanded","Non-ATSI",64
"859",2008-06-01,"QLD","Female","Sentenced","ATSI",71
"860",2008-06-01,"QLD","Female","Sentenced","Non-ATSI",232
"861",2008-06-01,"QLD","Male","Remanded","ATSI",316
"862",2008-06-01,"QLD","Male","Remanded","Non-ATSI",836
"863",2008-06-01,"QLD","Male","Sentenced","ATSI",1087
"864",2008-06-01,"QLD","Male","Sentenced","Non-ATSI",2901
"865",2008-06-01,"SA","Female","Remanded","ATSI",16
"866",2008-06-01,"SA","Female","Remanded","Non-ATSI",43
"867",2008-06-01,"SA","Female","Sentenced","ATSI",13
"868",2008-06-01,"SA","Female","Sentenced","Non-ATSI",54
"869",2008-06-01,"SA","Male","Remanded","ATSI",166
"870",2008-06-01,"SA","Male","Remanded","Non-ATSI",421
"871",2008-06-01,"SA","Male","Sentenced","ATSI",235
"872",2008-06-01,"SA","Male","Sentenced","Non-ATSI",963
"873",2008-06-01,"TAS","Female","Remanded","ATSI",3
"874",2008-06-01,"TAS","Female","Remanded","Non-ATSI",10
"875",2008-06-01,"TAS","Female","Sentenced","ATSI",4
"876",2008-06-01,"TAS","Female","Sentenced","Non-ATSI",21
"877",2008-06-01,"TAS","Male","Remanded","ATSI",12
"878",2008-06-01,"TAS","Male","Remanded","Non-ATSI",92
"879",2008-06-01,"TAS","Male","Sentenced","ATSI",47
